st_fips_raw,place_names,multiple_cities,predicted_st_fips,n_meta_rows,county_fips,state,county_name,all_county_fips,confidence,method,notes
2746798,North Branch city,0,,5,27025,MN,Chisago County,27025,high,place_to_county,national_places → counties gazetteer
2747690,Oak Grove city,0,,3,27003,MN,Anoka County,27003,high,place_to_county,national_places → counties gazetteer
2749300,Owatonna city,0,,116,27147,MN,Steele County,27147,high,place_to_county,national_places → counties gazetteer
2750776,Pierz city,0,,146,27097,MN,Morrison County,27097,high,place_to_county,national_places → counties gazetteer
2757220,St. Louis Park city,0,,204,27053,MN,Hennepin County,27053,high,place_to_county,national_places → counties gazetteer
2758648,Sauk Centre city,0,,297,27145,MN,Stearns County,27145,high,place_to_county,national_places → counties gazetteer
2762806,Stewartville city,0,,170,27109,MN,Olmsted County,27109,high,place_to_county,national_places → counties gazetteer
2765272,Tower city,0,,14,27137,MN,St. Louis County,27137,high,place_to_county,national_places → counties gazetteer
2770420,Willmar city,0,,545,27067,MN,Kandiyohi County,27067,high,place_to_county,national_places → counties gazetteer
2771032,Winona city,0,,289,27169,MN,Winona County,27169,high,place_to_county,national_places → counties gazetteer
28027; 2813820,Coahoma County; Clarksdale city,1,28027,1,28027,MS,Coahoma County,28027,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
28027; 2813820,Coahoma County; Clarksdale city,1,2813820,1,28027,MS,Coahoma County,28027,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
28027; 2813820,Coahoma County; Clarksdale city,1,UNKNOWN,2,28027,MS,Coahoma County,28027,medium,compound_tokens_agree,all resolvable tokens agree on one county
2803980,Bay St. Louis city,0,,3,28045,MS,Hancock County,28045,high,place_to_county,national_places → counties gazetteer
2806220,Biloxi city,0,,369,28047,MS,Harrison County,28047,high,place_to_county,national_places → counties gazetteer
2833700,Horn Lake city,0,,32,28033,MS,DeSoto County,28033,high,place_to_county,national_places → counties gazetteer
2854840,Oxford city,0,,3,28071,MS,Lafayette County,28071,high,place_to_county,national_places → counties gazetteer
2870240,Starkville city,0,,196,28105,MS,Oktibbeha County,28105,high,place_to_county,national_places → counties gazetteer
2902674,Ava city,0,,100,29067,MO,Douglas County,29067,high,place_to_county,national_places → counties gazetteer
2906652,Blue Springs city,0,,695,29095,MO,Jackson County,29095,high,place_to_county,national_places → counties gazetteer
2907318,Boonville city,0,,333,29053,MO,Cooper County,29053,high,place_to_county,national_places → counties gazetteer
2908236,Brentwood city,0,,332,29510,MO,St. Louis city,29510,high,place_to_county,national_places → counties gazetteer
2908398,Bridgeton city,0,,184,29510,MO,St. Louis city,29510,high,place_to_county,national_places → counties gazetteer
2909514,Buffalo city,0,,38,29059,MO,Dallas County,29059,high,place_to_county,national_places → counties gazetteer
2911242,Cape Girardeau city,0,,279,,MO,,29031;29201,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2911692,Caruthersville city,0,,10,29155,MO,Pemiscot County,29155,high,place_to_county,national_places → counties gazetteer
2912898,Centralia city,0,,119,,MO,,29007;29019,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2917668,Cuba city,0,,34,29055,MO,Crawford County,29055,high,place_to_county,national_places → counties gazetteer
29183,St. Charles County,0,,622,29183,MO,St. Charles County,29183,high,county_geoid_validated,validated against 2024 counties gazetteer
29187; 2956272,St. Francois County; Park Hills city,1,29187,12,29187,MO,St. Francois County,29187,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
29187; 2956272,St. Francois County; Park Hills city,1,2956272,2,29187,MO,St. Francois County,29187,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
29187; 2956272,St. Francois County; Park Hills city,1,UNKNOWN,23,29187,MO,St. Francois County,29187,medium,compound_tokens_agree,all resolvable tokens agree on one county
29189,St. Louis County,0,,341,29189,MO,St. Louis County,29189,high,county_geoid_validated,validated against 2024 counties gazetteer
2919252,De Soto city,0,,350,29099,MO,Jefferson County,29099,high,place_to_county,national_places → counties gazetteer
2921322; 29103,Edina city; Knox County,1,29103,26,29103,MO,Knox County,29103,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
2921322; 29103,Edina city; Knox County,1,2921322,47,29103,MO,Knox County,29103,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
2921322; 29103,Edina city; Knox County,1,UNKNOWN,34,29103,MO,Knox County,29103,medium,compound_tokens_agree,all resolvable tokens agree on one county
2923986,Ferguson city,0,,2,29510,MO,St. Louis city,29510,high,place_to_county,national_places → counties gazetteer
2924778,Florissant city,0,,194,29510,MO,St. Louis city,29510,high,place_to_county,national_places → counties gazetteer
2925192,Forsyth city,0,,5,29213,MO,Taney County,29213,high,place_to_county,national_places → counties gazetteer
2926182,Fulton city,0,,243,29027,MO,Callaway County,29027,high,place_to_county,national_places → counties gazetteer
2926434,Garden City city,0,,3,29037,MO,Cass County,29037,high,place_to_county,national_places → counties gazetteer
2935000,Independence city,0,,540,,MO,,29047;29095,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2937000,Jefferson City city,0,,311,,MO,,29027;29051,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2938612,Kimberling City city,0,,3,29209,MO,Stone County,29209,high,place_to_county,national_places → counties gazetteer
2939026,Kirksville city,0,,520,29001,MO,Adair County,29001,high,place_to_county,national_places → counties gazetteer
2941168,Lebanon city,0,,22,29105,MO,Laclede County,29105,high,place_to_county,national_places → counties gazetteer
2947648,Mexico city,0,,39,29007,MO,Audrain County,29007,high,place_to_county,national_places → counties gazetteer
2950402,Mountain Grove city,0,,15,,MO,,29215;29229,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2953102,North Kansas City city,0,,414,29047,MO,Clay County,29047,high,place_to_county,national_places → counties gazetteer
2960788,Raytown city,0,,85,29095,MO,Jackson County,29095,high,place_to_county,national_places → counties gazetteer
2961238,Republic city,0,,252,,MO,,29043;29077,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
2962912,Rolla city,0,,272,29161,MO,Phelps County,29161,high,place_to_county,national_places → counties gazetteer
2963956,St. Ann city,0,,38,29510,MO,St. Louis city,29510,high,place_to_county,national_places → counties gazetteer
2964180,Ste. Genevieve city,0,,590,29186,MO,Ste. Genevieve County,29186,high,place_to_county,national_places → counties gazetteer
2965000,St. Louis city,0,,539,29510,MO,St. Louis city,29510,high,place_to_county,national_places → counties gazetteer
2966800,Seymour city,0,,5,29225,MO,Webster County,29225,high,place_to_county,national_places → counties gazetteer
2977092,Warrensburg city,0,,195,29101,MO,Johnson County,29101,high,place_to_county,national_places → counties gazetteer
2977416,Washington city,0,,690,29071,MO,Franklin County,29071,high,place_to_county,national_places → counties gazetteer
30039; 3057175,Granite County; Philipsburg town,1,30039,3,30039,MT,Granite County,30039,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
30039; 3057175,Granite County; Philipsburg town,1,3057175,1,30039,MT,Granite County,30039,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
30039; 3057175,Granite County; Philipsburg town,1,UNKNOWN,7,30039,MT,Granite County,30039,medium,compound_tokens_agree,all resolvable tokens agree on one county
30061,Mineral County,0,,124,30061,MT,Mineral County,30061,high,county_geoid_validated,validated against 2024 counties gazetteer
3042700,Laurel city,0,,31,30111,MT,Yellowstone County,30111,high,place_to_county,national_places → counties gazetteer
3043450,Libby city,0,,3,30053,MT,Lincoln County,30053,high,place_to_county,national_places → counties gazetteer
3072625,Superior town,0,,28,30061,MT,Mineral County,30061,high,place_to_county,national_places → counties gazetteer
3079825,Whitefish city,0,,259,30029,MT,Flathead County,30029,high,place_to_county,national_places → counties gazetteer
3100730,Alexandria village,0,,29,31169,NE,Thayer County,31169,high,place_to_county,national_places → counties gazetteer
3103390,Beatrice city,0,,241,31067,NE,Gage County,31067,high,place_to_county,national_places → counties gazetteer
3103950,Bellevue city,0,,394,31153,NE,Sarpy County,31153,high,place_to_county,national_places → counties gazetteer
31055; 3137000; 3108360,Douglas County; Omaha city; Center village,1,31055,695,31055,NE,Douglas County,31055,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
31055; 3137000; 3108360,Douglas County; Omaha city; Center village,1,3137000,38,31055,NE,Douglas County,31055,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
31055; 3137000; 3108360,Douglas County; Omaha city; Center village,1,UNKNOWN,718,,,,31055;31107,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
3106295,Bridgeport city,0,,162,31123,NE,Morrill County,31123,high,place_to_county,national_places → counties gazetteer
3111440,Crofton city,0,,95,31107,NE,Knox County,31107,high,place_to_county,national_places → counties gazetteer
3134615,Norfolk city,0,,484,31119,NE,Madison County,31119,high,place_to_county,national_places → counties gazetteer
3135000,North Platte city,0,,130,31111,NE,Lincoln County,31111,high,place_to_county,national_places → counties gazetteer
3144420,Seward city,0,,493,31159,NE,Seward County,31159,high,place_to_county,national_places → counties gazetteer
3145295,Sidney city,0,,12,31033,NE,Cheyenne County,31033,high,place_to_county,national_places → counties gazetteer
32015,Lander County,0,,167,32015,NV,Lander County,32015,high,county_geoid_validated,validated against 2024 counties gazetteer
3251800,North Las Vegas city,0,,181,32003,NV,Clark County,32003,high,place_to_county,national_places → counties gazetteer
3260600,Reno city,0,,1019,32031,NV,Washoe County,32031,high,place_to_county,national_places → counties gazetteer
3307940; 33003; 3358740; 3376100; 3378180,Brookfield town; Carroll County; Ossipee town; Tamworth town; Wakefield town,1,33003,638,33003,NH,Carroll County,33003,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
3307940; 33003; 3358740; 3376100; 3378180,Brookfield town; Carroll County; Ossipee town; Tamworth town; Wakefield town,1,UNKNOWN,75,33003,NH,Carroll County,33003,medium,compound_tokens_agree,all resolvable tokens agree on one county
3312900,Claremont city,0,,88,33019,NH,Sullivan County,33019,high,place_to_county,national_places → counties gazetteer
3342260,Litchfield town,0,,830,33011,NH,Hillsborough County,33011,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3401960,Asbury Park city,0,,673,34025,NJ,Monmouth County,34025,high,place_to_county,national_places → counties gazetteer
3404930,Belmar borough,0,,216,34025,NJ,Monmouth County,34025,high,place_to_county,national_places → counties gazetteer
3405590,Bernardsville borough,0,,345,34035,NJ,Somerset County,34035,high,place_to_county,national_places → counties gazetteer
3406340,Bloomingdale borough,0,,274,34031,NJ,Passaic County,34031,high,place_to_county,national_places → counties gazetteer
3412610,Chester township,0,,21,34027,NJ,Morris County,34027,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3418400,Dumont borough,0,,25,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3420020,Edgewater borough,0,,49,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3421300,Elmwood Park borough,0,,59,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3422860,Fanwood borough,0,,104,34039,NJ,Union County,34039,high,place_to_county,national_places → counties gazetteer
3423700,Flemington borough,0,,7,34019,NJ,Hunterdon County,34019,high,place_to_county,national_places → counties gazetteer
3424420,Fort Lee borough,0,,3,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3424930,Franklin borough,0,,976,34037,NJ,Sussex County,34037,high,place_to_county,national_places → counties gazetteer
3425800,Garwood borough,0,,58,34039,NJ,Union County,34039,high,place_to_county,national_places → counties gazetteer
3426820,Gloucester City city,0,,357,34007,NJ,Camden County,34007,high,place_to_county,national_places → counties gazetteer
3428680,Hackensack city,0,,424,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3429550; 34027,Hanover township; Morris County,1,3429550,2,34027,NJ,Morris County,34027,medium,predicted_place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz; from predicted_st_fips for multi-city
3430420,Hasbrouck Heights borough,0,,18,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3430570,Hawthorne borough,0,,244,34031,NJ,Passaic County,34031,high,place_to_county,national_places → counties gazetteer
3431500,Highlands borough,0,,144,34025,NJ,Monmouth County,34025,high,place_to_county,national_places → counties gazetteer
3431920,Hillsdale borough,0,,373,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3433300,Howell township,0,,582,34025,NJ,Monmouth County,34025,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3436000,Jersey City city,0,,850,34017,NJ,Hudson County,34017,high,place_to_county,national_places → counties gazetteer
3440350,Linden city,0,,206,34039,NJ,Union County,34039,high,place_to_county,national_places → counties gazetteer
3440440,Lindenwold borough,0,,124,34007,NJ,Camden County,34007,high,place_to_county,national_places → counties gazetteer
3445990,Middletown township,0,,43,34025,NJ,Monmouth County,34025,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3446620,Milltown borough,0,,179,34023,NJ,Middlesex County,34023,high,place_to_county,national_places → counties gazetteer
3447500,Montclair township,0,,534,34013,NJ,Essex County,34013,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3449920; 3402110; 3467350,Neptune City borough; Atlantic Highlands borough; Shrewsbury borough,1,3467350,2,34025,NJ,Monmouth County,34025,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
3449920; 3402110; 3467350,Neptune City borough; Atlantic Highlands borough; Shrewsbury borough,1,UNKNOWN,60,,,,02110;34025,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
3451210,New Brunswick city,0,,37,34023,NJ,Middlesex County,34023,high,place_to_county,national_places → counties gazetteer
3451210; 34023,New Brunswick city; Middlesex County,1,34023,531,34023,NJ,Middlesex County,34023,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
3451210; 34023,New Brunswick city; Middlesex County,1,3451210,378,34023,NJ,Middlesex County,34023,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
3451210; 34023,New Brunswick city; Middlesex County,1,UNKNOWN,1897,34023,NJ,Middlesex County,34023,medium,compound_tokens_agree,all resolvable tokens agree on one county
3452470,North Bergen township,0,,1,34017,NJ,Hudson County,34017,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3457000,Paterson city,0,,465,34031,NJ,Passaic County,34031,high,place_to_county,national_places → counties gazetteer
3459190,Plainfield city,0,,27,34039,NJ,Union County,34039,high,place_to_county,national_places → counties gazetteer
3461980,Raritan borough,0,,14,34035,NJ,Somerset County,34035,high,place_to_county,national_places → counties gazetteer
3462430,Red Bank borough,0,,193,34025,NJ,Monmouth County,34025,high,place_to_county,national_places → counties gazetteer
3463000,Ridgewood village,0,,386,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3463150,Ringwood borough,0,,66,34031,NJ,Passaic County,34031,high,place_to_county,national_places → counties gazetteer
3463360,River Edge borough,0,,40,34003,NJ,Bergen County,34003,high,place_to_county,national_places → counties gazetteer
3464050; 3413420; 3458770; 3426820; 3402200; 3410000; 3440440; 34007,Rockaway borough; Clementon borough; Pine Hill borough; Gloucester City city; Audubon borough; Camden city; Lindenwold borough; Camden County,1,34007,8,34007,NJ,Camden County,34007,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
3464050; 3413420; 3458770; 3426820; 3402200; 3410000; 3440440; 34007,Rockaway borough; Clementon borough; Pine Hill borough; Gloucester City city; Audubon borough; Camden city; Lindenwold borough; Camden County,1,3410000,10,34007,NJ,Camden County,34007,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
3464050; 3413420; 3458770; 3426820; 3402200; 3410000; 3440440; 34007,Rockaway borough; Clementon borough; Pine Hill borough; Gloucester City city; Audubon borough; Camden city; Lindenwold borough; Camden County,1,3413420,11,34007,NJ,Camden County,34007,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
3464050; 3413420; 3458770; 3426820; 3402200; 3410000; 3440440; 34007,Rockaway borough; Clementon borough; Pine Hill borough; Gloucester City city; Audubon borough; Camden city; Lindenwold borough; Camden County,1,3440440,2,34007,NJ,Camden County,34007,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
3464050; 3413420; 3458770; 3426820; 3402200; 3410000; 3440440; 34007,Rockaway borough; Clementon borough; Pine Hill borough; Gloucester City city; Audubon borough; Camden city; Lindenwold borough; Camden County,1,UNKNOWN,16,,,,34007;34027,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
3471220,Stratford borough,0,,2,34007,NJ,Camden County,34007,high,place_to_county,national_places → counties gazetteer
3471430,Summit city,0,,204,34039,NJ,Union County,34039,high,place_to_county,national_places → counties gazetteer
3475740,Vernon township,0,,108,34037,NJ,Sussex County,34037,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3479460,West Milford township,0,,1,34031,NJ,Passaic County,34031,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3479800,West Orange township,0,,355,34013,NJ,Essex County,34013,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3502000,Albuquerque city,0,,465,35001,NM,Bernalillo County,35001,high,place_to_county,national_places → counties gazetteer
35055,Taos County,0,,280,35055,NM,Taos County,35055,high,county_geoid_validated,validated against 2024 counties gazetteer
35057,Torrance County,0,,29,35057,NM,Torrance County,35057,high,county_geoid_validated,validated against 2024 counties gazetteer
3539940,Las Vegas city,0,,404,35047,NM,San Miguel County,35047,high,place_to_county,national_places → counties gazetteer
3564930,Roswell city,0,,269,35005,NM,Chaves County,35005,high,place_to_county,national_places → counties gazetteer
3603078,Auburn city,0,,35,36011,NY,Cayuga County,36011,high,place_to_county,national_places → counties gazetteer
3611759; 3620104; 3627573; 36105; 3642235; 3648175; 3673627; 3675759,Callicoon town; Delaware town; Fremont town; Sullivan County; Liberty town; Monticello village; Thompson town; Tusten town,1,36105,22,36105,NY,Sullivan County,36105,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
3611759; 3620104; 3627573; 36105; 3642235; 3648175; 3673627; 3675759,Callicoon town; Delaware town; Fremont town; Sullivan County; Liberty town; Monticello village; Thompson town; Tusten town,1,UNKNOWN,96,,,,36105;48175,low,ambiguous_compound,multi-city/compound st_fips; no single county invented; predicted UNKNOWN/empty
3616936,Cold Spring village,0,,45,36079,NY,Putnam County,36079,high,place_to_county,national_places → counties gazetteer
3621105,Dunkirk city,0,,281,36013,NY,Chautauqua County,36013,high,place_to_county,national_places → counties gazetteer
3623415,Eden town,0,,264,36029,NY,Erie County,36029,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3625967,Fishkill village,0,,537,36027,NY,Dutchess County,36027,high,place_to_county,national_places → counties gazetteer
3629542,Goshen village,0,,618,36071,NY,Orange County,36071,high,place_to_county,national_places → counties gazetteer
3633139,Hempstead village,0,,95,36059,NY,Nassau County,36059,high,place_to_county,national_places → counties gazetteer
3639727,Kingston city,0,,396,36111,NY,Ulster County,36111,high,place_to_county,national_places → counties gazetteer
3643335,Long Beach city,0,,256,36059,NY,Nassau County,36059,high,place_to_county,national_places → counties gazetteer
3649121,Mount Vernon city,0,,69,36119,NY,Westchester County,36119,high,place_to_county,national_places → counties gazetteer
3650034,Newburgh city,0,,382,36071,NY,Orange County,36071,high,place_to_county,national_places → counties gazetteer
3650078,New Castle town,0,,1198,36119,NY,Westchester County,36119,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3650551,New Paltz village,0,,17,36111,NY,Ulster County,36111,high,place_to_county,national_places → counties gazetteer
3658574,Plattsburgh city,0,,1269,36019,NY,Clinton County,36019,high,place_to_county,national_places → counties gazetteer
3659388,Port Jervis city,0,,111,36071,NY,Orange County,36071,high,place_to_county,national_places → counties gazetteer
3663000,Rochester city,0,,153,36055,NY,Monroe County,36055,high,place_to_county,national_places → counties gazetteer
3664309,Rye city,0,,356,36119,NY,Westchester County,36119,high,place_to_county,national_places → counties gazetteer
3665508,Schenectady city,0,,358,36093,NY,Schenectady County,36093,high,place_to_county,national_places → counties gazetteer
3675583,Tuckahoe village,0,,378,36119,NY,Westchester County,36119,high,place_to_county,national_places → counties gazetteer
3678971,Webster town,0,,837,36055,NY,Monroe County,36055,medium,place_to_county,national_places → counties gazetteer; place GEOID not in 2024 places gaz
3700160,Aberdeen Town,0,,121,37125,NC,Moore County,37125,high,place_to_county,national_places → counties gazetteer
37003,Alexander County,0,,224,37003,NC,Alexander County,37003,high,county_geoid_validated,validated against 2024 counties gazetteer
37005,Alleghany County,0,,251,37005,NC,Alleghany County,37005,high,county_geoid_validated,validated against 2024 counties gazetteer
3700500,Ahoskie Town,0,,7,37091,NC,Hertford County,37091,high,place_to_county,national_places → counties gazetteer
37013,Beaufort County,0,,188,37013,NC,Beaufort County,37013,high,county_geoid_validated,validated against 2024 counties gazetteer
3701520,Apex Town,0,,475,37183,NC,Wake County,37183,high,place_to_county,national_places → counties gazetteer
37017,Bladen County,0,,93,37017,NC,Bladen County,37017,high,county_geoid_validated,validated against 2024 counties gazetteer
3701720,Archdale City,0,,5,,NC,,37081;37151,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
3702080,Asheboro Town,0,,77,37151,NC,Randolph County,37151,high,place_to_county,national_places → counties gazetteer
37021,Buncombe County,0,,914,37021,NC,Buncombe County,37021,high,county_geoid_validated,validated against 2024 counties gazetteer
3702140,Asheville City,0,,782,37021,NC,Buncombe County,37021,high,place_to_county,national_places → counties gazetteer
3702140,Asheville city,0,,4,37021,NC,Buncombe County,37021,high,place_to_county,national_places → counties gazetteer
37025,Cabarrus County,0,,514,37025,NC,Cabarrus County,37025,high,county_geoid_validated,validated against 2024 counties gazetteer
3702840,Ayden Town,0,,15,37147,NC,Pitt County,37147,high,place_to_county,national_places → counties gazetteer
37045,Cleveland County,0,,80,37045,NC,Cleveland County,37045,high,county_geoid_validated,validated against 2024 counties gazetteer
3704510,Beech Mountain Town,0,,154,,NC,,37011;37189,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
3704840,Belmont City,0,,215,37071,NC,Gaston County,37071,high,place_to_county,national_places → counties gazetteer
3705220,Bessemer City City,0,,24,37071,NC,Gaston County,37071,high,place_to_county,national_places → counties gazetteer
37055,Dare County,0,,179,37055,NC,Dare County,37055,high,county_geoid_validated,validated against 2024 counties gazetteer
3706140,Black Mountain Town,0,,125,37021,NC,Buncombe County,37021,high,place_to_county,national_places → counties gazetteer
37065,Edgecombe County,0,,213,37065,NC,Edgecombe County,37065,high,county_geoid_validated,validated against 2024 counties gazetteer
3706800,Boiling Springs Town,0,,47,37045,NC,Cleveland County,37045,high,place_to_county,national_places → counties gazetteer
37073,Gates County,0,,34,37073,NC,Gates County,37073,high,county_geoid_validated,validated against 2024 counties gazetteer
37075,Graham County,0,,110,37075,NC,Graham County,37075,high,county_geoid_validated,validated against 2024 counties gazetteer
37075; 3736514; 3723980; 3757020,Graham county; Lake Santeetlah town; Fontana Dam town; Robbinsville town,1,37075,189,37075,NC,Graham County,37075,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
37075; 3736514; 3723980; 3757020,Graham county; Lake Santeetlah town; Fontana Dam town; Robbinsville town,1,UNKNOWN,118,37075,NC,Graham County,37075,medium,compound_tokens_agree,all resolvable tokens agree on one county
3707720,Brevard City,0,,152,37175,NC,Transylvania County,37175,high,place_to_county,national_places → counties gazetteer
37087,Haywood County,0,,266,37087,NC,Haywood County,37087,high,county_geoid_validated,validated against 2024 counties gazetteer
3709060,Burlington city,0,,463,,NC,,37001;37081,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
3709360,Butner Town,0,,31,37077,NC,Granville County,37077,high,place_to_county,national_places → counties gazetteer
3709530,Cajah's Mountain town,0,,2,37027,NC,Caldwell County,37027,high,place_to_county,national_places → counties gazetteer
3710500,Carolina Beach Town,0,,220,37129,NC,New Hanover County,37129,high,place_to_county,national_places → counties gazetteer
3710620,Carrboro Town,0,,165,37135,NC,Orange County,37135,high,place_to_county,national_places → counties gazetteer
3710740,Cary Town,0,,369,,NC,,37037;37183,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
37111,McDowell County,0,,127,37111,NC,McDowell County,37111,high,county_geoid_validated,validated against 2024 counties gazetteer
37113,Macon County,0,,202,37113,NC,Macon County,37113,high,county_geoid_validated,validated against 2024 counties gazetteer
37115,Madison County,0,,172,37115,NC,Madison County,37115,high,county_geoid_validated,validated against 2024 counties gazetteer
3712000,Charlotte city,0,,419,37119,NC,Mecklenburg County,37119,high,place_to_county,national_places → counties gazetteer
3712340,Cherryville City,0,,43,37071,NC,Gaston County,37071,high,place_to_county,national_places → counties gazetteer
3712860,Clayton Town,0,,247,,NC,,37101;37183,low,ambiguous_multi_county_place,place spans 2 counties; FIPS not invented
3712960,Clemmons Village,0,,196,37067,NC,Forsyth County,37067,high,place_to_county,national_places → counties gazetteer
3713240,Clinton Town,0,,170,37163,NC,Sampson County,37163,high,place_to_county,national_places → counties gazetteer
37133,Onslow County,0,,207,37133,NC,Onslow County,37133,high,county_geoid_validated,validated against 2024 counties gazetteer
3714100,Concord City,0,,81,37025,NC,Cabarrus County,37025,high,place_to_county,national_places → counties gazetteer
3714340,Conover City,0,,16,37035,NC,Catawba County,37035,high,place_to_county,national_places → counties gazetteer
37147,Pitt County,0,,10,37147,NC,Pitt County,37147,high,county_geoid_validated,validated against 2024 counties gazetteer
3718060,Duck town,0,,163,37055,NC,Dare County,37055,high,place_to_county,national_places → counties gazetteer
3719000,Durham city,0,,1000,,NC,,37063;37135;37183,low,ambiguous_multi_county_place,place spans 3 counties; FIPS not invented
3720080,Eden City,0,,22,37157,NC,Rockingham County,37157,high,place_to_county,national_places → counties gazetteer
3720120,Edenton town,0,,241,37041,NC,Chowan County,37041,high,place_to_county,national_places → counties gazetteer
3722820,Farmville Town,0,,89,37147,NC,Pitt County,37147,high,place_to_county,national_places → counties gazetteer
3722920; 37051,Fayetteville city; Cumberland County,1,37051,5,37051,NC,Cumberland County,37051,medium,predicted_county_geoid_validated,validated against 2024 counties gazetteer; from predicted_st_fips for multi-city
3722920; 37051,Fayetteville city; Cumberland County,1,3722920,305,37051,NC,Cumberland County,37051,medium,predicted_place_to_county,national_places → counties gazetteer; from predicted_st_fips for multi-city
3722920; 37051,Fayetteville city; Cumberland County,1,UNKNOWN,97,37051,NC,Cumberland County,37051,medium,compound_tokens_agree,all resolvable tokens agree on one county
3723760,Fletcher Town,0,,1,37089,NC,Henderson County,37089,high,place_to_county,national_places → counties gazetteer
3724640,Franklin town,0,,14,37113,NC,Macon County,37113,high,place_to_county,national_places → counties gazetteer
3725300,Fuquay-Varina Town,0,,211,37183,NC,Wake County,37183,high,place_to_county,national_places → counties gazetteer
3725480,Garner town,0,,299,37183,NC,Wake County,37183,high,place_to_county,national_places → counties gazetteer
3726880,Goldsboro city,0,,400,37191,NC,Wayne County,37191,high,place_to_county,national_places → counties gazetteer
3727280,Graham city,0,,211,37001,NC,Alamance County,37001,high,place_to_county,national_places → counties gazetteer
3728000,Greensboro City,0,,251,37081,NC,Guilford County,37081,high,place_to_county,national_places → counties gazetteer
3728080,Greenville City,0,,279,37147,NC,Pitt County,37147,high,place_to_county,national_places → counties gazetteer
